집계일자,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
2023-10-27,1,2,43,1,83810,1581,748,779,1572,4355,92845
2023-10-27,1,2,10,0,106175,1923,2780,1272,1690,4491,118331
2023-10-27,1,2,10,1,7058,150,86,101,153,465,8013
2023-10-27,1,2,18,0,77007,5262,6239,5516,11834,3578,109436
2023-10-27,1,2,45,0,44343,1246,2999,4016,5791,1395,59790
2023-10-27,1,2,34,0,75938,1694,2417,964,2556,2895,86464
2023-10-27,1,2,28,0,76307,1962,1363,951,891,4965,86439
2023-10-27,1,2,37,0,14916,770,670,1804,5987,1283,25430
2023-10-27,1,2,48,0,74349,3730,2530,2366,4460,4695,92130
2023-10-27,1,2,1,0,133981,3112,8105,5986,10039,3361,164584
2023-10-27,1,2,49,0,99172,4723,3335,4061,3264,5152,119707
2023-10-27,1,2,46,0,8819,428,505,593,1532,310,12187
2023-10-27,1,2,11,0,127705,4031,3801,2656,3515,7040,148748
2023-10-27,1,2,2,0,108182,3697,2994,4132,7163,4209,130377
2023-10-28,0,1,0,0,274574,5362,14235,11418,4086,2309,311984
2023-10-28,0,1,0,1,48623,1129,1724,1172,525,5909,59082
2023-10-28,0,1,8,0,11236,136,438,323,278,90,12501
2023-10-28,0,1,8,1,7180,0,81,7,14,36,7318
2023-10-28,0,1,26,1,6663,86,213,132,293,723,8110
2023-10-28,0,1,44,0,7757,241,352,298,112,1178,9938
2023-10-28,0,1,44,1,333,4,11,0,0,38,386
2023-10-28,0,1,42,1,16105,208,346,132,929,859,18579
2023-10-28,0,1,43,1,1172,16,12,15,7,14,1236
2023-10-28,0,1,10,0,8835,181,187,103,28,50,9384
2023-10-28,0,1,10,1,441,4,11,6,4,75,541
2023-10-28,0,1,18,0,5471,129,473,373,199,28,6673
2023-10-28,0,1,45,0,837,32,104,90,23,103,1189
2023-10-28,0,1,34,0,3637,53,74,74,70,13,3921
2023-10-28,0,1,28,0,5490,101,343,73,27,448,6482
2023-10-28,0,1,37,0,1640,48,173,395,64,49,2369
2023-10-28,0,1,48,0,1121,57,168,85,31,169,1631
2023-10-28,0,1,1,0,6739,100,197,217,81,91,7425
2023-10-28,0,1,49,0,1466,30,122,65,25,11,1719
2023-10-28,0,1,46,0,381,9,23,12,7,59,491
2023-10-28,0,1,11,0,12081,243,602,409,343,316,13994
2023-10-28,0,1,2,0,8655,175,361,257,74,79,9601
2023-10-28,0,2,0,0,2843465,45622,80115,37529,76599,105004,3188334
2023-10-28,0,2,0,1,583865,8363,10292,4823,9160,26717,643220
2023-10-28,0,2,27,1,40980,267,204,93,164,2051,43759
2023-10-28,0,2,8,0,92768,831,1554,739,4227,4090,104209
2023-10-28,0,2,8,1,4308,27,35,4,7,183,4564
2023-10-28,0,2,26,1,19028,206,173,3,83,1562,21055
2023-10-28,0,2,44,0,118515,1936,2055,1030,3305,6368,133209
2023-10-28,0,2,44,1,4091,28,107,6,8,203,4443
2023-10-28,0,2,43,1,16088,95,47,37,138,696,17101
2023-10-28,0,2,24,1,6284,51,207,0,0,79,6621
2023-10-28,0,2,10,0,116411,970,2334,699,788,4066,125268
2023-10-28,0,2,10,1,6709,69,41,39,107,350,7315
2023-10-28,0,2,18,0,80383,1820,3218,2250,5411,3249,96331
2023-10-28,0,2,45,0,50323,540,2223,1699,2609,1580,58974
2023-10-28,0,2,34,0,87213,853,1526,452,1130,2791,93965
2023-10-28,0,2,28,0,75066,932,1076,546,616,3680,81916
2023-10-28,0,2,37,0,14675,321,381,849,1832,1117,19175
2023-10-28,0,2,48,0,66509,1252,978,832,2480,3218,75269
2023-10-28,0,2,1,0,153800,1452,7406,2520,4726,3627,173531
2023-10-28,0,2,49,0,96340,1614,1304,1591,1563,3817,106229
2023-10-28,0,2,46,0,8320,143,413,212,648,320,10056
2023-10-28,0,2,11,0,126156,1619,1952,1027,1760,5441,137955
2023-10-28,0,2,2,0,127247,2153,2687,2017,3332,4159,141595
2023-10-28,1,1,0,0,290665,5669,14963,12930,4215,33319,361761
2023-10-28,1,1,0,1,49072,1076,1895,1339,540,5966,59888
2023-10-28,1,1,8,0,9346,157,381,553,227,1357,12021
2023-10-28,1,1,8,1,9006,41,72,12,12,44,9187
2023-10-28,1,1,26,1,8080,67,242,209,249,994,9841
2023-10-28,1,1,44,0,13133,348,577,332,179,1450,16019
2023-10-28,1,1,44,1,567,7,11,2,0,63,650
2023-10-28,1,1,42,1,14669,195,354,144,869,814,17045
2023-10-28,1,1,43,1,5886,96,130,143,34,671,6960
2023-10-28,1,1,24,1,5279,36,209,0,0,70,5594
2023-10-28,1,1,10,0,7601,123,218,96,26,689,8753
2023-10-28,1,1,10,1,644,6,11,9,2,115,787
2023-10-28,1,1,18,0,5336,158,628,392,177,602,7293
2023-10-28,1,1,45,0,1281,27,96,110,32,109,1655
2023-10-28,1,1,34,0,3108,46,77,85,96,346,3758
2023-10-28,1,1,28,0,5727,99,163,104,55,757,6905
2023-10-28,1,1,37,0,1610,49,177,257,73,325,2491
2023-10-28,1,1,48,0,1423,49,154,91,32,207,1956
2023-10-28,1,1,1,0,4690,79,198,173,91,382,5613
2023-10-28,1,1,49,0,1910,48,174,118,46,275,2571
2023-10-28,1,1,46,0,345,7,27,12,7,45,443
2023-10-28,1,1,11,0,11709,206,631,413,259,1349,14567
2023-10-28,1,1,2,0,8444,152,426,314,108,997,10441
2023-10-28,1,2,0,0,2878523,46920,81889,39899,84238,107582,3239051
2023-10-28,1,2,0,1,602977,8765,10758,5597,9816,27641,665554
2023-10-28,1,2,27,1,43138,259,220,148,196,2138,46099
2023-10-28,1,2,8,0,86023,878,1524,801,3772,3883,96881
2023-10-28,1,2,8,1,4976,24,34,1,14,232,5281
2023-10-28,1,2,26,1,16686,123,160,2,47,1447,18465
2023-10-28,1,2,44,0,113250,1709,1894,1015,3263,6117,127248
2023-10-28,1,2,44,1,6465,33,123,10,7,303,6941
2023-10-28,1,2,43,1,78259,770,470,439,741,3303,83982
2023-10-28,1,2,10,0,110543,986,2326,685,777,3854,119171
2023-10-28,1,2,10,1,9772,93,64,47,94,441,10511
2023-10-28,1,2,18,0,83404,1903,3118,2329,5527,3422,99703
2023-10-28,1,2,45,0,51176,536,2236,1769,2702,1606,60025
2023-10-28,1,2,34,0,85367,826,1468,437,1078,2793,91969
2023-10-28,1,2,28,0,70445,995,1100,527,576,3605,77248
2023-10-28,1,2,37,0,14428,321,407,848,2279,1111,19394
2023-10-28,1,2,48,0,67414,1246,994,854,2479,3208,76195
2023-10-28,1,2,1,0,151659,1428,7278,2348,4608,3588,170909
2023-10-28,1,2,49,0,93680,1621,1321,1700,1594,3764,103680
2023-10-28,1,2,46,0,7667,123,418,204,608,287,9307
2023-10-28,1,2,11,0,121890,1610,1986,1139,1937,5281,133843
2023-10-28,1,2,2,0,129971,2145,2725,2104,3497,4279,144721
2023-10-29,0,1,0,0,253650,2785,6017,5106,1399,1894,270851
2023-10-29,0,1,0,1,42949,547,874,487,134,5431,50422
2023-10-29,0,1,8,0,10192,63,133,101,131,52,10672
2023-10-29,0,1,8,1,8839,0,67,4,2,44,8956
2023-10-29,0,1,26,1,5615,39,52,4,23,557,6290
2023-10-29,0,1,44,0,6601,98,141,88,49,942,7919
2023-10-29,0,1,44,1,222,2,2,1,0,30,257
2023-10-29,0,1,42,1,14298,82,202,49,49,698,15378
2023-10-29,0,1,43,1,881,8,12,7,5,9,922
2023-10-29,0,1,10,0,8004,120,162,67,9,46,8408
2023-10-29,0,1,10,1,373,4,7,6,1,53,444
2023-10-29,0,1,18,0,5065,56,174,165,54,23,5537
2023-10-29,0,1,45,0,854,11,41,59,13,80,1058
2023-10-29,0,1,34,0,3477,38,65,61,15,18,3674
2023-10-29,0,1,28,0,4297,42,176,44,6,343,4908
2023-10-29,0,1,37,0,1504,7,56,148,43,46,1804
2023-10-29,0,1,48,0,779,22,38,27,8,118,992
2023-10-29,0,1,1,0,5961,53,95,78,34,86,6307
2023-10-29,0,1,49,0,1123,16,56,39,2,7,1243
2023-10-29,0,1,46,0,269,3,11,5,3,45,336
2023-10-29,0,1,11,0,10545,149,262,173,101,265,11495
2023-10-29,0,1,2,0,8374,73,164,170,35,71,8887
2023-10-29,0,2,0,0,2656223,24260,59822,20132,22952,94003,2877392
2023-10-29,0,2,0,1,527965,4815,7584,2980,3200,24098,570642
2023-10-29,0,2,27,1,33185,122,103,46,26,1608,35090
2023-10-29,0,2,8,0,87158,407,1110,283,1287,3474,93719
2023-10-29,0,2,8,1,4756,15,21,1,5,185,4983
2023-10-29,0,2,26,1,16608,121,160,0,4,1208,18101
2023-10-29,0,2,44,0,100303,1046,1409,460,462,4933,108613
2023-10-29,0,2,44,1,2989,8,95,1,0,145,3238
2023-10-29,0,2,43,1,12588,42,22,19,62,539,13272
2023-10-29,0,2,24,1,4304,28,101,0,0,80,4513
2023-10-29,0,2,10,0,105703,618,2050,535,354,3720,112980
2023-10-29,0,2,10,1,5767,29,33,25,8,229,6091
2023-10-29,0,2,18,0,67792,917,2206,1147,1429,2883,76374
2023-10-29,0,2,45,0,54781,332,1859,846,1368,1667,60853
2023-10-29,0,2,34,0,80865,521,1326,297,420,2527,85956
2023-10-29,0,2,28,0,59310,519,551,176,93,2923,63572
2023-10-29,0,2,37,0,12800,137,293,452,911,878,15471
2023-10-29,0,2,48,0,47855,494,380,263,642,2259,51893
2023-10-29,0,2,1,0,153604,1027,6144,1838,1955,3716,168284
2023-10-29,0,2,49,0,81182,1112,826,1266,365,3283,88034
2023-10-29,0,2,46,0,6411,76,292,119,208,197,7303
2023-10-29,0,2,11,0,107248,794,1218,557,408,4664,114889
2023-10-29,0,2,2,0,122010,1064,1925,1495,1111,3875,131480
2023-10-29,1,1,0,0,271187,2905,6434,4925,1259,30224,316934
2023-10-29,1,1,0,1,42923,539,843,528,143,5464,50440
2023-10-29,1,1,8,0,9644,63,121,195,64,1289,11376
2023-10-29,1,1,8,1,8631,15,51,1,1,47,8746
2023-10-29,1,1,26,1,7202,27,52,17,25,794,8117
2023-10-29,1,1,44,0,11578,195,330,135,64,1137,13439
2023-10-29,1,1,44,1,378,4,4,1,0,56,443
2023-10-29,1,1,42,1,10208,99,159,26,60,603,11155
2023-10-29,1,1,43,1,4595,46,76,68,7,566,5358
2023-10-29,1,1,24,1,7021,47,170,0,0,91,7329
2023-10-29,1,1,10,0,7868,91,156,83,17,727,8942
2023-10-29,1,1,10,1,382,4,5,0,1,53,445
2023-10-29,1,1,18,0,4933,63,176,134,57,559,5922
2023-10-29,1,1,45,0,1054,12,50,44,8,103,1271
2023-10-29,1,1,34,0,3057,31,55,55,10,339,3547
2023-10-29,1,1,28,0,4819,55,48,63,10,625,5620
2023-10-29,1,1,37,0,1492,8,45,51,25,283,1904
2023-10-29,1,1,48,0,1094,20,34,22,6,146,1322
2023-10-29,1,1,1,0,3576,28,95,64,28,311,4102
2023-10-29,1,1,49,0,1345,19,62,58,10,205,1699
2023-10-29,1,1,46,0,354,2,9,6,3,50,424
2023-10-29,1,1,11,0,9585,114,252,163,57,1222,11393
2023-10-29,1,1,2,0,8004,61,198,142,43,881,9329
2023-10-29,1,2,0,0,2671658,23833,60330,18689,21201,95888,2891599
2023-10-29,1,2,0,1,539975,4364,8311,2959,2986,24195,582790
2023-10-29,1,2,27,1,36458,100,124,89,32,1740,38543
2023-10-29,1,2,8,0,90253,423,1126,230,914,3530,96476
2023-10-29,1,2,8,1,5394,10,13,0,3,209,5629
2023-10-29,1,2,26,1,15945,59,160,1,8,1206,17379
2023-10-29,1,2,44,0,95362,855,1254,400,433,4756,103060
2023-10-29,1,2,44,1,4978,14,102,2,0,226,5322
2023-10-29,1,2,43,1,62520,353,258,177,224,2482,66014
2023-10-29,1,2,10,0,110186,605,1933,516,308,3790,117338
2023-10-29,1,2,10,1,5381,37,24,22,11,275,5750
2023-10-29,1,2,18,0,70558,884,1945,1094,1360,2858,78699
2023-10-29,1,2,45,0,54049,332,1827,819,1326,1648,60001
2023-10-29,1,2,34,0,82791,516,1281,309,404,2559,87860
2023-10-29,1,2,28,0,59686,516,599,172,87,2958,64018
2023-10-29,1,2,37,0,12680,129,296,348,465,875,14793
2023-10-29,1,2,48,0,51328,506,382,262,637,2399,55514
2023-10-29,1,2,1,0,145282,922,5918,1654,1888,3454,159118
2023-10-29,1,2,49,0,77911,1116,812,1226,351,3156,84572
2023-10-29,1,2,46,0,6928,87,294,131,202,219,7861
2023-10-29,1,2,11,0,103124,753,1422,540,416,4587,110842
2023-10-29,1,2,2,0,119594,1058,1942,1415,1028,3829,128866
2023-10-30,0,1,0,0,214672,9920,30907,28486,8794,2516,295295
2023-10-30,0,1,0,1,41703,1938,3478,3077,1583,5879,57658
2023-10-30,0,1,8,0,8776,297,907,866,642,66,11554
2023-10-30,0,1,8,1,2878,0,90,37,24,21,3050
2023-10-30,0,1,26,1,6624,137,343,463,264,884,8715
2023-10-30,0,1,44,0,6586,470,815,797,207,1199,10074
2023-10-30,0,1,44,1,312,10,8,3,0,66,399
2023-10-30,0,1,42,1,16293,495,673,584,1127,1060,20232
2023-10-30,0,1,43,1,1107,18,25,75,22,23,1270
2023-10-30,0,1,10,0,6538,226,431,273,63,73,7604
2023-10-30,0,1,10,1,471,22,25,24,13,97,652
2023-10-30,0,1,18,0,5378,323,1269,1249,513,33,8765
2023-10-30,0,1,45,0,659,31,215,256,47,59,1267
2023-10-30,0,1,34,0,2511,75,226,339,83,24,3258
2023-10-30,0,1,28,0,4838,156,402,214,72,503,6185
2023-10-30,0,1,37,0,1559,108,573,1115,336,40,3731
2023-10-30,0,1,48,0,1267,156,516,255,56,207,2457
2023-10-30,0,1,1,0,4225,199,565,610,173,76,5848
2023-10-30,0,1,49,0,1291,80,218,216,27,20,1852
2023-10-30,0,1,46,0,326,17,94,74,20,54,585
2023-10-30,0,1,11,0,10731,457,1334,1057,498,400,14477
2023-10-30,0,1,2,0,6614,330,684,543,151,87,8409
2023-10-30,0,2,0,0,2408692,87569,98046,83949,157103,112021,2947380
2023-10-30,0,2,0,1,562198,16367,13346,10726,16936,31493,651066
2023-10-30,0,2,27,1,39293,371,255,505,235,2676,43335
2023-10-30,0,2,8,0,72194,1532,2006,1711,8914,4017,90374
2023-10-30,0,2,8,1,2374,26,22,5,9,131,2567
2023-10-30,0,2,26,1,18015,297,189,17,69,1988,20575
2023-10-30,0,2,44,0,106325,3887,2646,2796,6448,7502,129604
2023-10-30,0,2,44,1,4046,54,147,14,7,271,4539
2023-10-30,0,2,43,1,18196,145,79,46,160,935,19561
2023-10-30,0,2,24,1,3311,65,209,0,0,79,3664
2023-10-30,0,2,10,0,90849,1918,2562,1404,1752,4206,102691
2023-10-30,0,2,10,1,8248,172,101,171,230,541,9463
2023-10-30,0,2,18,0,66215,5184,6097,5546,11297,3179,97518
2023-10-30,0,2,45,0,31507,1109,2718,3756,5524,1093,45707
2023-10-30,0,2,34,0,63396,1715,1861,957,2534,2545,73008
2023-10-30,0,2,28,0,72154,1751,1175,922,1115,4791,81908
2023-10-30,0,2,37,0,14127,706,663,1951,5158,1238,23843
2023-10-30,0,2,48,0,68472,3555,2499,2497,4747,4280,86050
2023-10-30,0,2,1,0,115724,3344,7509,6668,10434,2996,146675
2023-10-30,0,2,49,0,82497,4410,2605,3835,2887,4623,100857
2023-10-30,0,2,46,0,8224,435,543,649,1716,335,11902
2023-10-30,0,2,11,0,119356,4088,3597,2912,3334,6757,140044
2023-10-30,0,2,2,0,95385,3468,2713,3854,6852,3878,116150
2023-10-30,1,1,0,0,226080,10227,32353,28740,8696,28252,334348
2023-10-30,1,1,0,1,43083,1808,3787,3425,1977,6089,60169
2023-10-30,1,1,8,0,7718,318,885,1051,439,1104,11515
2023-10-30,1,1,8,1,3205,56,62,37,16,33,3409
2023-10-30,1,1,26,1,8464,118,400,533,251,1210,10976
2023-10-30,1,1,44,0,11192,677,1081,963,366,1484,15763
2023-10-30,1,1,44,1,461,7,9,5,0,84,566
2023-10-30,1,1,42,1,15804,438,691,583,1155,1022,19693
2023-10-30,1,1,43,1,4964,137,283,459,113,751,6707
2023-10-30,1,1,24,1,3787,79,270,0,0,74,4210
2023-10-30,1,1,10,0,6690,212,467,249,65,781,8464
2023-10-30,1,1,10,1,456,17,22,21,3,86,605
2023-10-30,1,1,18,0,4808,343,1572,1162,426,489,8800
2023-10-30,1,1,45,0,785,25,215,223,40,57,1345
2023-10-30,1,1,34,0,2467,80,242,238,113,290,3430
2023-10-30,1,1,28,0,5113,160,317,216,73,785,6664
2023-10-30,1,1,37,0,1523,101,533,680,260,267,3364
2023-10-30,1,1,48,0,1963,153,442,295,76,257,3186
2023-10-30,1,1,1,0,3223,125,603,416,138,328,4833
2023-10-30,1,1,49,0,1634,86,275,267,42,280,2584
2023-10-30,1,1,46,0,350,9,78,61,23,58,579
2023-10-30,1,1,11,0,10568,446,1416,1029,416,1445,15320
2023-10-30,1,1,2,0,6344,285,732,564,162,831,8918
2023-10-30,1,2,0,0,2419185,87725,99067,80236,160766,114174,2961153
2023-10-30,1,2,0,1,577343,16469,13672,10115,16762,32151,666512
2023-10-30,1,2,27,1,40788,355,269,559,257,2746,44974
2023-10-30,1,2,8,0,70955,1534,1887,1401,7375,4036,87188
2023-10-30,1,2,8,1,2473,29,19,5,17,134,2677
2023-10-30,1,2,26,1,16758,158,156,13,59,1968,19112
2023-10-30,1,2,44,0,101715,3560,2478,2624,6251,7229,123857
2023-10-30,1,2,44,1,5859,72,154,22,9,400,6516
2023-10-30,1,2,43,1,79140,1502,690,761,1284,4125,87502
2023-10-30,1,2,10,0,94310,1856,2471,1384,1751,4291,106063
2023-10-30,1,2,10,1,6893,145,85,148,121,455,7847
2023-10-30,1,2,18,0,68517,5228,6026,5481,11125,3288,99665
2023-10-30,1,2,45,0,31595,1098,2719,3690,5540,1089,45731
2023-10-30,1,2,34,0,63708,1702,1851,948,2544,2555,73308
2023-10-30,1,2,28,0,69264,1813,1192,866,1038,4723,78896
2023-10-30,1,2,37,0,13848,731,639,1669,5544,1218,23649
2023-10-30,1,2,48,0,68461,3507,2477,2439,4629,4251,85764
2023-10-30,1,2,1,0,115952,3187,7250,6201,10255,3029,145874
2023-10-30,1,2,49,0,83143,4515,2726,3935,2949,4634,101902
2023-10-30,1,2,46,0,8581,427,548,647,1658,350,12211
2023-10-30,1,2,11,0,119380,3998,3602,2961,3477,6734,140152
2023-10-30,1,2,2,0,94801,3538,2734,3742,6970,3873,115658
2023-10-31,0,1,0,0,203081,10167,32691,30289,9435,2367,288030
2023-10-31,0,1,0,1,41328,2077,3652,3214,1386,5738,57395
2023-10-31,0,1,8,0,8479,278,966,917,657,76,11373
2023-10-31,0,1,8,1,2695,0,115,49,23,16,2898
2023-10-31,0,1,26,1,6711,139,350,451,277,902,8830
2023-10-31,0,1,44,0,6570,459,827,646,241,1180,9923
2023-10-31,0,1,44,1,314,3,15,4,1,62,399
2023-10-31,0,1,42,1,16903,551,693,619,1033,1096,20895
2023-10-31,0,1,43,1,1175,27,31,40,41,29,1343
2023-10-31,0,1,10,0,6273,253,429,284,49,70,7358
2023-10-31,0,1,10,1,442,23,22,43,51,81,662
2023-10-31,0,1,18,0,4391,320,1209,1193,472,38,7623
2023-10-31,0,1,45,0,575,49,209,270,51,47,1201
2023-10-31,0,1,34,0,2192,79,250,264,109,27,2921
2023-10-31,0,1,28,0,4694,169,449,209,75,473,6069
2023-10-31,0,1,37,0,1508,126,589,1204,343,45,3815
2023-10-31,0,1,48,0,1278,159,426,286,69,204,2422
2023-10-31,0,1,1,0,3909,201,567,550,190,71,5488
2023-10-31,0,1,49,0,1307,82,240,264,29,19,1941
2023-10-31,0,1,46,0,283,18,102,82,15,54,554
2023-10-31,0,1,11,0,10246,480,1168,867,266,395,13422
2023-10-31,0,1,2,0,6145,341,629,562,156,89,7922
2023-10-31,0,2,0,0,2304071,92030,102018,89966,162733,108070,2858888
2023-10-31,0,2,0,1,554665,17924,13921,11515,18208,31804,648037
2023-10-31,0,2,27,1,39428,366,300,325,330,2626,43375
2023-10-31,0,2,8,0,69595,1561,2092,1843,9219,3893,88203
2023-10-31,0,2,8,1,2141,28,62,3,9,110,2353
2023-10-31,0,2,26,1,18221,303,210,20,96,2017,20867
2023-10-31,0,2,44,0,103586,4017,2590,3029,7051,7562,127835
2023-10-31,0,2,44,1,4335,50,141,18,5,308,4857
2023-10-31,0,2,43,1,18229,186,88,61,178,936,19678
2023-10-31,0,2,24,1,2877,69,232,0,0,71,3249
2023-10-31,0,2,10,0,82736,2089,2530,1545,1688,4053,94641
2023-10-31,0,2,10,1,7682,167,103,209,252,512,8925
2023-10-31,0,2,18,0,59428,4909,6085,5640,11468,2850,90380
2023-10-31,0,2,45,0,27324,1213,2974,4298,5725,845,42379
2023-10-31,0,2,34,0,56796,1772,2159,1044,2333,2280,66384
2023-10-31,0,2,28,0,71120,1929,1293,992,1219,4721,81274
2023-10-31,0,2,37,0,13969,744,674,1963,5212,1205,23767
2023-10-31,0,2,48,0,67522,3534,2628,2523,5066,4339,85612
2023-10-31,0,2,1,0,100710,3587,7709,7109,11159,2523,132797
2023-10-31,0,2,49,0,84970,4803,2905,4140,3346,4749,104913
2023-10-31,0,2,46,0,7635,445,566,710,1847,278,11481
2023-10-31,0,2,11,0,117254,4266,3785,3355,3835,6670,139165
2023-10-31,0,2,2,0,90480,3656,2814,4473,7374,3709,112506
2023-10-31,1,1,0,0,214440,10497,34298,31681,9470,26342,326728
2023-10-31,1,1,0,1,42876,1961,4082,3658,1689,5924,60190
2023-10-31,1,1,8,0,7280,303,830,1246,499,1006,11164
2023-10-31,1,1,8,1,3182,46,86,48,18,30,3410
2023-10-31,1,1,26,1,8390,118,392,547,261,1221,10929
2023-10-31,1,1,44,0,11297,694,1120,801,432,1529,15873
2023-10-31,1,1,44,1,482,9,13,6,0,70,580
2023-10-31,1,1,42,1,15198,486,704,638,1109,1001,19136
2023-10-31,1,1,43,1,5077,167,295,322,139,743,6743
2023-10-31,1,1,24,1,3078,81,275,0,0,74,3508
2023-10-31,1,1,10,0,6126,221,461,270,50,734,7862
2023-10-31,1,1,10,1,453,21,16,31,49,94,664
2023-10-31,1,1,18,0,3868,349,1459,1101,408,487,7672
2023-10-31,1,1,45,0,751,42,214,223,56,64,1350
2023-10-31,1,1,34,0,2256,83,267,231,100,252,3189
2023-10-31,1,1,28,0,5192,177,332,220,82,812,6815
2023-10-31,1,1,37,0,1454,123,563,885,312,247,3584
2023-10-31,1,1,48,0,1924,155,503,322,113,265,3282
2023-10-31,1,1,1,0,3191,171,599,456,201,297,4915
2023-10-31,1,1,49,0,1613,95,266,299,38,269,2580
2023-10-31,1,1,46,0,334,12,113,74,23,49,605
2023-10-31,1,1,11,0,9934,469,1285,996,311,1314,14309
2023-10-31,1,1,2,0,8599,372,853,639,473,872,11808
2023-10-31,1,2,0,0,2306641,93252,104216,90030,171273,109328,2874740
2023-10-31,1,2,0,1,572017,17833,14294,11803,18505,32605,667057
2023-10-31,1,2,27,1,41384,410,300,393,349,2818,45654
2023-10-31,1,2,8,0,67432,1564,1952,1709,7657,3800,84114
2023-10-31,1,2,8,1,2478,26,70,2,27,149,2752
2023-10-31,1,2,26,1,16640,183,180,12,58,1898,18971
2023-10-31,1,2,44,0,98814,3625,2421,2874,6842,7229,121805
2023-10-31,1,2,44,1,5880,76,163,24,4,418,6565
2023-10-31,1,2,43,1,77909,1565,717,802,1443,4184,86620
2023-10-31,1,2,10,0,83379,2067,2467,1482,1678,4056,95129
2023-10-31,1,2,10,1,7005,145,90,191,130,451,8012
2023-10-31,1,2,18,0,61080,5000,5980,5593,11119,2949,91721
2023-10-31,1,2,45,0,27307,1210,2978,4282,5838,851,42466
2023-10-31,1,2,34,0,57870,1762,2151,1056,2397,2336,67572
2023-10-31,1,2,28,0,69376,1989,1341,971,1199,4709,79585
2023-10-31,1,2,37,0,13388,767,682,1875,5679,1208,23599
2023-10-31,1,2,48,0,67734,3504,2549,2529,5038,4289,85643
2023-10-31,1,2,1,0,101815,3485,7417,6673,11026,2530,132946
2023-10-31,1,2,49,0,84470,4767,2945,4250,3310,4777,104519
2023-10-31,1,2,46,0,7748,442,568,716,1798,282,11554
2023-10-31,1,2,11,0,115408,4234,3787,3314,3808,6685,137236
2023-10-31,1,2,2,0,87757,3576,2794,4346,7205,3602,109280
